nom,description,categorie,URL,age,disponible,est_nouveau
Boules d'exploration sensorielle (lot de4),"Boules sensorielles SiliSoft® – twist & explore  
 Un set de 4 boules en silicone doux (qualité alimentaire) pensées pour l’exploration sensorielle tout en douceur. Leur surface présente des  textures variées  (reliefs, rainures, picots) et leur format compact est agréable en main.  
 Leur  système “twist-to-open”  permet d’ouvrir chaque boule en la tournant : on peut ainsi les remplir (ex. graines sèches, perles) pour ajouter une  dimension auditive  au jeu. Idéal pour stimuler le  tactile , l’ auditif  et le  visuel , et pour développer la motricité fine (pince, pression, dissociation des doigts).  
 Bien que conçues pour les enfants, ces boules conviennent aussi aux  adolescents et adultes  ayant des <em>troubles de la modulation sensorielle</em> : elles offrent une entrée sensorielle modulable (intensité, durée, type de texture/son) pour favoriser l’autorégulation, le recentrage et la mise en mouvement des mains, sans sur-sollicitation visuelle (palette neutre et apaisante).","produits sensoriels, coordonner manipuler, ecouter, toucher, voir",https://www.autismediffusion.com/products/boules-sensorielles-silisoft-twist,,,
Pendentif chevron ARK à mâcher,"Ce collier à mâcher est fabriqué en matériaux de qualité médicale, sans BPA, PVC, phtalates, plomb ni latex.   
 Le pendentif en forme de chevron (V) pend horizontalement et offre une surface plus large à mâcher, ce qui le rend particulièrement adapté aux personnes recherchant une stimulation orale forte ou qui trouvent qu’un collier standard ne suffit pas.  
 Disponible en trois niveaux de fermeté (souple, moyen, ferme), vous pouvez choisir celui qui correspond le mieux aux besoins de régulation orale de chacun — que ce soit pour calmer l’anxiété, améliorer la concentration pendant les devoirs, ou simplement offrir une alternative sûre aux mordillements compulsifs souvent associés à l’autisme, au TDAH ou aux autres troubles du neurodéveloppement (TND).  
 Retrouvez toute la gamme des <a href=""/collections/la-gamme-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">produits ARK .  
 <a href=""/blogs/sensorialite/quelles-clefs-pour-les-personnes-qui-recherchent-des-stimulations-orales"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">💬Quelles clefs pour les personnes qui recherchent des stimulations orales ?","gestion du comportement, le materiel, produits sensoriels, le gout, proprioception, se stimuler se reguler, toucher",https://www.autismediffusion.com/products/pendentif-chevron-ark-a-macher,,,
Oro-Navigator™ Posture linguale,"L'Oro‑Navigator™  est un outil thérapeutique destiné à la  rééducation de la posture linguale .  

   Il est conçu pour  encourager le mouvement latéral  et  l’élévation de la langue , dans le cadre d’un accompagnement orthophonique ou de rééducation oro-motrice.  

   Deux concepts principaux peuvent être travaillés :  

  <ul style=""list-style-type: disc; padding-left: 1.2em;"">
     Latéralisation de la langue  : faire naviguer la langue d’un côté à l’autre à l’aide de l’Oro‑Navigator™. 
     Élévation de la langue  : placer la langue au creux de l’outil et la guider de haut en bas. 
   

 Retrouvez toute la gamme des <a href=""/collections/la-gamme-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">produits ARK .  

 <a href=""/blogs/sensorialite/quelles-clefs-pour-les-personnes-qui-recherchent-des-stimulations-orales"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">💬Quelles clefs pour les personnes qui recherchent des stimulations orales ?   
  <span style=""color: red; font-weight: bold;"">Pour des raisons d'hygiène, cet article ne peut être retourn&eacute; une fois d&eacute;ball&eacute;","produits sensoriels, coordonner manipuler, le gout",https://www.autismediffusion.com/products/oro-navigator-posture-linguale,,,
Grignoteur,"Cette ""tétine-filet"" est une solution idéale pour les personnes ayant des difficultés alimentaires. Elle permet de goûter à une grande variété d’aliments solides sans aucun danger.  
  

 
   Découverte alimentaire :  Permet de savourer en toute sécurité des morceaux d’aliments tels que fruits et légumes. 
   Élargissement des goûts :  Favorise l’exploration de nouvelles saveurs et contribue à une alimentation équilibrée riche en nutriments essentiels. 
   Adapté aux hyposensibles :  Offre aux personnes hyposensibles au niveau gustatif la possibilité de découvrir les aliments progressivement, sans les avaler immédiatement.","produits sensoriels, le gout, se concentrer apprendre",https://www.autismediffusion.com/products/grignoteur-nibbler,,,
Twiddle phosphorescent,"Le Twiddle est un assemblage de 70 pièces qui s'assemblent et se désassemblent à l'infini ! Sa texture, ses multiples possibilités d'assemblage et son aspect phosphorescent représentent un bon moyen d'apaisement ou de concentration.       Témoignage :   ""En tant qu'ergothérapeute, Twiddle est un outil incroyable pour les enfants atteints d'autisme. Après avoir vu des enfants de tous âges interagir avec lui, je trouve que cela a aidé à se concentrer et à atténuer les comportements problèmes.""    A. Van Asten , ergothérapeute","gestion du comportement, le materiel, produits sensoriels, proprioception, se stimuler se reguler, voir",https://www.autismediffusion.com/products/twiddle-phosphorescent-fidget-stim,,,
Le bon exemple : environnement,"Un jeu d'association pour apprendre à se conduire correctement en ce qui concerne la protection de l'environnement. Il consiste à mettre en relation 17 paires d'attitudes pour identifier ce qui est bien et ce qui est mal. Il est équipé d'un système d'autocorrection au revers.
  Personnalisez et adaptez ce jeu éducatif grâce à nos produits Velcro® :
  rouleaux 25m
  <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-boucle-blanc-25mm"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">boucle 
  ou
  <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-crochet-blanc-25mm"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">crochet ,
  bandes adhésives 10m
  <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-noir-crochet-boucle"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">noir 
  ou
  <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-blanc-boucle-crochet"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">blanc ,
  <a href=""/products/200-pastilles-de-velcro"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">pastilles Velcro® .","gestion du comportement, le materiel, jeux educatifs, autonomie, planification et sequences, emotions et comportements positifs 1",https://www.autismediffusion.com/products/le-bon-exemple-environnement,,,
Balle sensorielle XaXa,"XaXa est conçu pour stimuler les sens. Constituée d’une balle en plastique résistante aux chocs et d’un revêtement souple et amovible en caoutchouc agréable au toucher et super élastique, la balle sensorielle XaXa peut se remplir de matériaux de toutes sortes : des pièces, des billes, des petits cailloux, du riz… permettant ainsi de varier les sons et les poids en fonction de son contenu.
  Plusieurs combinaisons possibles de couleurs avec les deux parties de la balle en plastique et le revêtement.
  Particulièrement indiquée pour des exercices de manipulation, elle procure des stimulations tactiles, sensorielles et visuelles.
Les couleurs peuvent varier, si vous avez une préférence ou une aversion pour une couleur, il suffit de nous le préciser lors de la validation de votre commande dans l'encart de texte libre, nous ferons notre possible pour vous satisfaire.","ecouter, se concentrer apprendre, toucher, voir",https://www.autismediffusion.com/products/balle-sensorielle-xaxa,,,
LIVRET 1 Les écrits du quotidien,"Sous la forme d'un cahier d'activités à compléter , cet outil pédagogique s'appuie sur une sélection de 10 photos illustrant différents types d'écrits de notre environnement quotidien.

    

  La démarche consiste à aider la personne accompagnée à :
   
     identifier les difficultés rencontrées face à différents écrits, 
     trouver des stratégies personnalisées pour progresser, 
     acquérir ou raviver des connaissances, 
     consolider ou développer des stratégies d’adaptation efficaces. 
   

   

   Les outils pédagogiques ""Les écrits du quotidien""  s'adressent à des personnes en difficulté avec l’écrit (en situation de handicap et/ou en précarité linguistique).

    

  Ils reposent sur des photos concrètes qui placent les utilisateurs en conditions réelles de lecture, avec ses pièges et contraintes : 
   
     quantité d’informations, 
     déformation des lettres (police, manuscrit), 
     taille, couleur de l’écriture ou du fond, 
     abréviations, ponctuation absente, accents manquants, 
     orientation du texte, organisation de la page, 
     mélange d’informations, jeux de mots, sous-entendus, 
     vocabulaire, mots étrangers, lisibilité perturbée (reflets, lumière, détérioration). 
   

   

   Les supports disponibles :  2 boîtes de 100 cartes et 2 cahiers d’activités, utilisables indépendamment ou de manière complémentaire, selon les publics et les objectifs.

    

  Faciles à manipuler et à mettre en œuvre, ils offrent un apprentissage ludique, spontané et accessible.","gestion du comportement, les livres, syndrome dasperger et autisme de haut niveau,  , gestion du comportement les livres",https://www.autismediffusion.com/products/les-ecrits-du-quotidien-emeline-rol,,,
Galets anti stress (lot de 6),"Un ensemble de six galets colorés aux  textures variées  pour apaiser, stimuler et canaliser l’attention. Chaque galet offre une sensation tactile différente, idéale pour explorer le toucher, réduire le stress ou favoriser la concentration.  

 Les  galets sensoriels  invitent à la manipulation libre et à l’expérimentation, soutenant l’autorégulation émotionnelle et sensorielle. Ils constituent un excellent outil pour les personnes présentant des  troubles du neurodéveloppement  ou des  troubles de la modulation sensorielle , permettant une stimulation douce et adaptée selon les besoins de chacun.  

 Leur format compact et leur légèreté en font un compagnon de poche idéal à la maison, à l’école ou en déplacement.","gestion du comportement, le materiel, produits sensoriels, proprioception, se stimuler se reguler, toucher",https://www.autismediffusion.com/products/galets-anti-stress-lot-de-6,,,
Anneaux multi activités - Jeu extérieur,"Les anneaux multi-activités  offrent de nombreuses possibilités de jeu en extérieur :  
 
   Lancer d'anneaux 
   Marelle 
   Parcours moteur : sauter d'anneau en anneau selon un code couleur ou un ordre précis, lancer un anneau sur une cible avant de pouvoir avancer, etc. 
   Parcours d'obstacles : créer un parcours d'obstacles combinant lancer d’anneaux et marelle (sauter dans les anneaux, éviter les obstacles) 
 

  Favorise le développement de la motricité globale et fine   
 
  Grâce à ses différents modes de jeu complémentaires, ce jeu stimule la coordination œil-main, l’équilibre et la planification motrice.
  Le lancer d’anneaux aide à affiner la précision des gestes, tandis que la marelle travaille la posture et la gestion des appuis au sol.
  La combinaison du saut et du lancer apporte une stimulation proprioceptive et vestibulaire bénéfique.
  

  Encourage l’interaction sociale et le tour de rôle   
 
  Ce jeu peut être utilisé seul ou en groupe, favorisant les échanges et l’apprentissage des règles sociales essentielles,
  comme l’attente de son tour et la gestion de la victoire ou de la défaite.
  

  Réduction de l'anxiété  : l'activité physique et la concentration requises par ces jeux peuvent aider à réduire l'anxiété et le stress.","jeux educatifs, loisirs individuels et collectifs, produits sensoriels, coordonner manipuler, vestibulaire",https://www.autismediffusion.com/products/anneaux-multi-activites-jeu-exterieur,,,
Jeu d'adresse et d'équilibre,"Jeu physique et interactif  qui stimule la coordination, l'équilibre et la motricité des joueurs. 
  Il se joue sur un grand tapis coloré, divisé en colonnes de 5 cases représentant différentes images (ex. : singe, girafe, cochon, etc.). 
  Le jeu repose sur le lancer de deux dés :
  
 
   Un dé d’images qui indique sur quelle case poser la main ou le pied. 
   Un dé de mouvements qui précise quel membre utiliser (main droite ou gauche, deux mains, un pied, deux pieds). 
 
 
  Les joueurs doivent alors placer leurs mains et/ou leurs pieds sur les cases correspondantes tout en maintenant leur équilibre. 
  Le but est de rester debout le plus longtemps possible sans tomber. Le dernier joueur encore en jeu est déclaré vainqueur.
  
 
   Le jeu d'adresse et d'équilibre  est un jeu particulièrement intéressant pour les personnes autistes, car il répond à plusieurs besoins éducatifs et thérapeutiques :
  
 
   
     Développement de la motricité et de la coordination :  
    favorise la conscience corporelle en apprenant à positionner et à bouger ses membres selon des instructions précises. 
     Encourage l’amélioration de l'équilibre et du tonus musculaire. 
   
   
     Stimulation sensorielle :  le tapis coloré et les images offrent un support visuel clair et structuré. 
    Le contact avec le tapis et les mouvements variés sollicitent différentes sensations corporelles bénéfiques pour la régulation sensorielle.
   
   
     Travail sur la compréhension des consignes et la gestion de l’impulsivité :  
    permet de s'entraîner à écouter et suivre des consignes simples. 
    Encourage l'attente et la prise de décision avant d’effectuer un mouvement.
   
   
     Interactions sociales favorisées :  
    jeu en groupe qui favorise l’imitation, le tour de rôle et le respect des règles. 
    Peut être utilisé pour créer des moments de plaisir et de coopération avec les pairs ou les encadrants.
   
   
     Adaptabilité et accessibilité :  
    peut être ajusté en fonction des capacités : simplification des consignes, aide visuelle supplémentaire, adaptation du rythme de jeu. 
    Possibilité de jouer en individuel pour travailler la motricité de façon progressive.","jeux educatifs, jeux educatifs 7 sens, loisirs individuels et collectifs, praxies et souffle, produits sensoriels, coordonner manipuler, vestibulaire",https://www.autismediffusion.com/products/jeu-dadresse-et-dequilibre,,,
